region	rep	q	k	h2	rho	name	gamma	sim_hash	sim_id	seed
chr1_100794065_101983457	4	2	0.2	0.5	0.02	main	0.01	52ba76e40777ece999e317d1b01418e9	52ba7	338855
chr1_100794065_101983457	4	2	0.2	0.5	0.04	main	0.02	32c66da19d1286db8fc057c296c16d9b	32c66	207974
chr1_100794065_101983457	4	2	0.2	0.5	0.1	main	0.05	13ba6de76a7cbb200a9fb452ded918d2	13ba6	80806
chr1_100794065_101983457	4	3	0.01	0.5	0.005	main	0.0025	5ca8de09f06bf4e77d9927b4bbdc1cfd	5ca8d	379533
chr1_100794065_101983457	4	3	0.01	0.5	0.01	main	0.005	5fe4b964c64bc91f5729872c6304c850	5fe4b	392779
chr1_100794065_101983457	4	3	0.01	0.5	0.02	main	0.01	d1ae557cb9314f278d12c16779758d54	d1ae5	858853
chr1_100794065_101983457	4	3	0.01	0.5	0.04	main	0.02	4a2d139b764d67a8606c3ee3b1c8615f	4a2d1	303825
chr1_100794065_101983457	4	3	0.01	0.5	0.1	main	0.05	24970cf349bc188c1bf1387c9c901b2a	24970	149872
chr1_100794065_101983457	4	3	0.05	0.5	0.005	main	0.0025	270f6ca0ed5c2ef59e474a849120056e	270f6	159990
chr1_100794065_101983457	4	3	0.05	0.5	0.01	main	0.005	6fc56c98c4050adae08e7484297e095c	6fc56	457814
chr1_100794065_101983457	4	3	0.05	0.5	0.02	main	0.01	8bf11d7fc0465d1eb74a9686e1c13cd5	8bf11	573201
chr1_100794065_101983457	4	3	0.05	0.5	0.04	main	0.02	9583af1ccbbde83a83ef33b0b912e4d6	9583a	612410
chr1_100794065_101983457	4	3	0.05	0.5	0.1	main	0.05	ef12caf37e1825b98838c5e63e7cec7b	ef12c	979244
chr1_100794065_101983457	4	3	0.1	0.5	0.005	main	0.0025	b030d94b988a668a30ee554ad7e980db	b030d	721677
chr1_100794065_101983457	4	3	0.1	0.5	0.01	main	0.005	544b96848a28dff150f4369a18468d5d	544b9	345273
chr1_100794065_101983457	4	3	0.1	0.5	0.02	main	0.01	b8f7669065c0342baa56107af9bf6758	b8f76	757622
chr1_100794065_101983457	4	3	0.1	0.5	0.04	main	0.02	ec91731698248620ec777a01f66e813e	ec917	968983
chr1_100794065_101983457	4	3	0.1	0.5	0.1	main	0.05	9f74e7dd27f8d3f80d95d948ac93be80	9f74e	653134
chr1_100794065_101983457	4	3	0.2	0.5	0.005	main	0.0025	74b39fe13fe328c86f4985da84b46c1d	74b39	478009
chr1_100794065_101983457	4	3	0.2	0.5	0.01	main	0.005	7f1d806b138e6fd3ea033d3b5d7d6fcd	7f1d8	520664
chr1_100794065_101983457	4	3	0.2	0.5	0.02	main	0.01	169ecd7dbed79f28236ba058bc078cdc	169ec	92652
chr1_100794065_101983457	4	3	0.2	0.5	0.04	main	0.02	35eb3dec8d1b210c0029a3b376a1eea4	35eb3	220851
chr1_100794065_101983457	4	3	0.2	0.5	0.1	main	0.05	d5c94f15b0cd6b09a2e1256d36569d32	d5c94	875668
chr1_100794065_101983457	5	1	0.01	0.5	0.005	main	0.0025	4b587551e9fd5a6b43c09e870a2eb268	4b587	308615
chr1_100794065_101983457	5	1	0.01	0.5	0.01	main	0.005	a733d82b569cb3abffd9b73036b0cbfc	a733d	684861
chr1_100794065_101983457	5	1	0.01	0.5	0.02	main	0.01	7bee8bbf5af5c9b6306295b46cc72bbf	7bee8	507624
chr1_100794065_101983457	5	1	0.01	0.5	0.04	main	0.02	4eb2a23517d258e21f5a433bcf89d4bd	4eb2a	322346
chr1_100794065_101983457	5	1	0.01	0.5	0.1	main	0.05	8264d8fed6cd136af5b9db2c80e4605a	8264d	534093
chr1_100794065_101983457	5	1	0.05	0.5	0.005	main	0.0025	59a08ade60c30492650865e0e22e9f23	59a08	367112
chr1_100794065_101983457	5	1	0.05	0.5	0.01	main	0.005	a7fcd42320823770620f94c50d60b16d	a7fcd	688077
chr1_100794065_101983457	5	1	0.05	0.5	0.02	main	0.01	d5b3d4b3e7786dfd4b3572d71dd0bd9f	d5b3d	875325
chr1_100794065_101983457	5	1	0.05	0.5	0.04	main	0.02	928a8341a3fcf12ee01500b6c93584ed	928a8	600232
chr1_100794065_101983457	5	1	0.05	0.5	0.1	main	0.05	f2c96f4dce2a58b86be92660cd57a0e3	f2c96	994454
chr1_100794065_101983457	5	1	0.1	0.5	0.005	main	0.0025	2aa88149afddc7d6bff81fb0db17231d	2aa88	174728
chr1_100794065_101983457	5	1	0.1	0.5	0.01	main	0.005	00279a02c9404ddeaf8d89ab78a0b80d	00279	633
chr1_100794065_101983457	5	1	0.1	0.5	0.02	main	0.01	1bb97c09925d0f807914ad617e8855d2	1bb97	113559
chr1_100794065_101983457	5	1	0.1	0.5	0.04	main	0.02	317e682f9a5e11d430a077f44fd25388	317e6	202726
chr1_100794065_101983457	5	1	0.1	0.5	0.1	main	0.05	5a596e464544ff15f61fd044a6b1b7eb	5a596	370070
chr1_100794065_101983457	5	1	0.2	0.5	0.005	main	0.0025	0376f5478c8c0c0bec8d2807aaae87ae	0376f	14191
chr1_100794065_101983457	5	1	0.2	0.5	0.01	main	0.005	6cdadd73f782b63d411fd813008c0bd4	6cdad	445869
chr1_100794065_101983457	5	1	0.2	0.5	0.02	main	0.01	8123e24cfa632517859e4e45b5de3619	8123e	528958
chr1_100794065_101983457	5	1	0.2	0.5	0.04	main	0.02	fabd4dcdf98e71f7d5f7e788662cdece	fabd4	1027028
chr1_100794065_101983457	5	1	0.2	0.5	0.1	main	0.05	ad1b7369559f28ef80e928a26f59dfaa	ad1b7	709047
chr1_100794065_101983457	5	2	0.01	0.5	0.005	main	0.0025	318a1006927c8bb1acf375b291f232d1	318a1	202913
chr1_100794065_101983457	5	2	0.01	0.5	0.01	main	0.005	926d674f6f9a005ba413a2b457f64470	926d6	599766
chr1_100794065_101983457	5	2	0.01	0.5	0.02	main	0.01	dbaecfaaa31726ca9552f262868998d6	dbaec	899820
chr1_100794065_101983457	5	2	0.01	0.5	0.04	main	0.02	23dff11aaebe6a5fcbf3a1fadc085167	23dff	146943
chr1_100794065_101983457	5	2	0.01	0.5	0.1	main	0.05	193855b471f3a1d1e3a4063d264af5b6	19385	103301
chr1_100794065_101983457	5	2	0.05	0.5	0.005	main	0.0025	fba148110368a2328e58b8cfbe443dda	fba14	1030676
chr1_100794065_101983457	5	2	0.05	0.5	0.01	main	0.005	fbe2ee8e398bf2c273d769a5b4767c3d	fbe2e	1031726
chr1_100794065_101983457	5	2	0.05	0.5	0.02	main	0.01	43fe256e316794b6ff28b97c8976b940	43fe2	278498
chr1_100794065_101983457	5	2	0.05	0.5	0.04	main	0.02	a4917436ad28d3b437687e8fda9af87c	a4917	674071
chr1_100794065_101983457	5	2	0.05	0.5	0.1	main	0.05	e25a1968ec6a31cf30f03deb99b54353	e25a1	927137
chr1_100794065_101983457	5	2	0.1	0.5	0.005	main	0.0025	3e4dc7cbd95bbf035ab15f070d7c62b0	3e4dc	255196
chr1_100794065_101983457	5	2	0.1	0.5	0.01	main	0.005	e60254c4732f0f96be2c1ecb0fd4fb86	e6025	942117
chr1_100794065_101983457	5	2	0.1	0.5	0.02	main	0.01	dc6fc1b4b2332b6a4ea4dfc04cf56014	dc6fc	902908
chr1_100794065_101983457	5	2	0.1	0.5	0.04	main	0.02	75233a38a9b6fc04d18a6abd74baee38	75233	479795
chr1_100794065_101983457	5	2	0.1	0.5	0.1	main	0.05	a9fb42174908a4d80452857f06829650	a9fb4	696244
chr1_100794065_101983457	5	2	0.2	0.5	0.005	main	0.0025	4711313e1d168e1040979beb06586e42	47113	291091
chr1_100794065_101983457	5	2	0.2	0.5	0.01	main	0.005	941cb6414f2fe25a1e997db327dafb4f	941cb	606667
chr1_100794065_101983457	5	2	0.2	0.5	0.02	main	0.01	bf58145dc2fd48e007bd2fda6e0e130d	bf581	783745
chr1_100794065_101983457	5	2	0.2	0.5	0.04	main	0.02	90e6784d0d4c978bf0b0621fb1f3f066	90e67	593511
chr1_100794065_101983457	5	2	0.2	0.5	0.1	main	0.05	68d60e580a9c4d4860aceeca98e523db	68d60	429408
chr1_100794065_101983457	5	3	0.01	0.5	0.005	main	0.0025	cd793b89e6f97684a0920e228c9c1a16	cd793	841619
chr1_100794065_101983457	5	3	0.01	0.5	0.01	main	0.005	10b0ae4d7e4a014367aa296077baa77d	10b0a	68362
chr1_100794065_101983457	5	3	0.01	0.5	0.02	main	0.01	1cc053d723b54079d34a4790bdf8f6aa	1cc05	117765
chr1_100794065_101983457	5	3	0.01	0.5	0.04	main	0.02	d2c336516a913601a3dd68d8c714f9b8	d2c33	863283
chr1_100794065_101983457	5	3	0.01	0.5	0.1	main	0.05	68136d9c17d07b835b8b670292190071	68136	426294
chr1_100794065_101983457	5	3	0.05	0.5	0.005	main	0.0025	6cd4bd3f5065fc484ce028cf5dc1490d	6cd4b	445771
chr1_100794065_101983457	5	3	0.05	0.5	0.01	main	0.005	abaedb5dfd70156833845e7c6e2b55eb	abaed	703213
chr1_100794065_101983457	5	3	0.05	0.5	0.02	main	0.01	224da32aa611015877ce3f863b28d010	224da	140506
chr1_100794065_101983457	5	3	0.05	0.5	0.04	main	0.02	a8451577316513314cf0df7ad6e1c71a	a8451	689233
chr1_100794065_101983457	5	3	0.05	0.5	0.1	main	0.05	dd2f666a06fce5f6840eae6261740f9b	dd2f6	905974
chr1_100794065_101983457	5	3	0.1	0.5	0.005	main	0.0025	58c114db7df4b02f17b7b1fe0bba8574	58c11	363537
chr1_100794065_101983457	5	3	0.1	0.5	0.01	main	0.005	cb411c5e92482b68c6de8185d38577df	cb411	832529
chr1_100794065_101983457	5	3	0.1	0.5	0.02	main	0.01	66e3f65e9c9bc606f4c40d52427abb98	66e3f	421439
chr1_100794065_101983457	5	3	0.1	0.5	0.04	main	0.02	9f61f12f8327fe5c84668bc7fe6c3d62	9f61f	652831
chr1_100794065_101983457	5	3	0.1	0.5	0.1	main	0.05	c3a62b7d909c78f2faaf157f3b36c849	c3a62	801378
chr1_100794065_101983457	5	3	0.2	0.5	0.005	main	0.0025	2d6df92631d598ae155c12811ce6e0e0	2d6df	186079
chr1_100794065_101983457	5	3	0.2	0.5	0.01	main	0.005	0351b19dc38da6a63bad94fdaac93db0	0351b	13595
chr1_100794065_101983457	5	3	0.2	0.5	0.02	main	0.01	efdbe7504a4ba0b3ac16a3c73275f087	efdbe	982462
chr1_100794065_101983457	5	3	0.2	0.5	0.04	main	0.02	2aa50d59172903959cb1bb74329ebc65	2aa50	174672
chr1_100794065_101983457	5	3	0.2	0.5	0.1	main	0.05	d04513648c11619c45152c13c1961f29	d0451	853073
chr1_100794065_101983457	1	1	0.005	0.01	0.1	ser	0.001	81abeb67486568c5da22264c3b804591	81abe	531134
chr1_100794065_101983457	1	1	0.005	0.02	0.05	ser	0.001	e8b9d19715759c2e361e68508be646f9	e8b9d	953245
chr1_100794065_101983457	1	1	0.005	0.04	0.025	ser	0.001	2db861001a4ef4a2c7eadc0b1ba89ea5	2db86	187270
chr1_100794065_101983457	1	1	0.005	0.08	0.0125	ser	0.001	11aa235c3cf0ea23c779db4d538d667e	11aa2	72354
chr1_100794065_101983457	1	1	0.005	0.16	0.00625	ser	0.001	46fb8b431092b872229c87f2f61f1a2c	46fb8	290744
chr1_100794065_101983457	1	1	0.005	0.32	0.003125	ser	0.001	958d62fc8a989f7ade7ee31d2735b933	958d6	612566
chr1_100794065_101983457	1	1	0.005	0.01	0.2	ser	0.002	f94008add0b7f348986c5dc3694454ce	f9400	1020928
chr1_100794065_101983457	1	1	0.005	0.02	0.1	ser	0.002	c3097c8c20d06838074e4b0653f63467	c3097	798871
chr1_100794065_101983457	1	1	0.005	0.04	0.05	ser	0.002	aa3fa99d88ee4f129cdec00802cb607e	aa3fa	697338
chr1_100794065_101983457	1	1	0.005	0.08	0.025	ser	0.002	4ba83ad85e2a30d3ed7a9d6d66ddaebb	4ba83	309891
chr1_100794065_101983457	1	1	0.005	0.16	0.0125	ser	0.002	7c3a22709288a573b261329e836dbbc3	7c3a2	508834
chr1_100794065_101983457	1	1	0.005	0.32	0.00625	ser	0.002	22fa21ef92d96028994c70fcb0e552b3	22fa2	143266
chr1_100794065_101983457	1	1	0.005	0.01	0.4	ser	0.004	fd3fd0d0811d9d1a7b531635fb0f54be	fd3fd	1037309
chr1_100794065_101983457	1	1	0.005	0.02	0.2	ser	0.004	1e750ff1a26295bba348f743e12dbf42	1e750	124752
chr1_100794065_101983457	1	1	0.005	0.04	0.1	ser	0.004	c42873f839ac091a34c5d0f77aa86e22	c4287	803463
chr1_100794065_101983457	1	1	0.005	0.08	0.05	ser	0.004	ecbb1f7ea2d82161851f82edf19dc150	ecbb1	969649
chr1_100794065_101983457	1	1	0.005	0.16	0.025	ser	0.004	8a1f156d76ee7cd0bc737ebe1f4fa65f	8a1f1	565745
chr1_100794065_101983457	1	1	0.005	0.32	0.0125	ser	0.004	f0610f8bd4ebab9a1ae31cb218895af3	f0610	984592
chr1_100794065_101983457	1	1	0.005	0.01	0.8	ser	0.008	0478af9a52a31007af4113d4ae95820b	0478a	18314
chr1_100794065_101983457	1	1	0.005	0.02	0.4	ser	0.008	16af21176368261b562adc830ae68909	16af2	92914
chr1_100794065_101983457	1	1	0.005	0.04	0.2	ser	0.008	554d05e24c781a6bce67602501f0b26a	554d0	349392
chr1_100794065_101983457	1	1	0.005	0.08	0.1	ser	0.008	40ddd1af8bc0867cce73e4b957d1dfe9	40ddd	265693
chr1_100794065_101983457	1	1	0.005	0.16	0.05	ser	0.008	6388f1ac8e6f16ad3fdf97f3e655c86b	6388f	407695
chr1_100794065_101983457	1	1	0.005	0.32	0.025	ser	0.008	d516e053187dbc2d4babc71766c08318	d516e	872814
chr1_100794065_101983457	1	1	0.005	0.02	0.8	ser	0.016	b420c93195d574e7e52e2f6507b19fc0	b420c	737804
chr1_100794065_101983457	1	1	0.005	0.04	0.4	ser	0.016	e5b7736254cc4d5d1a2b7d21ef24037e	e5b77	940919
chr1_100794065_101983457	1	1	0.005	0.08	0.2	ser	0.016	90a7fe5e158352d2ea20b8de4fc5415c	90a7f	592511
chr1_100794065_101983457	1	1	0.005	0.16	0.1	ser	0.016	3b03e0f5bc76c349b15cade02beae66f	3b03e	241726
chr1_100794065_101983457	1	1	0.005	0.32	0.05	ser	0.016	0d7ac4202fa341530c76030cf87d9e21	0d7ac	55212
chr1_100794065_101983457	1	1	0.005	0.04	0.8	ser	0.032	7befea5e63e2fb17a350fab09b0ca3d5	7befe	507646
chr1_100794065_101983457	1	1	0.005	0.08	0.4	ser	0.032	ae725c96fce14741c9fdc23873c7a222	ae725	714533
chr1_100794065_101983457	1	1	0.005	0.16	0.2	ser	0.032	d31da75bbf4d502ef883c8c2ec6b3deb	d31da	864730
chr1_100794065_101983457	1	1	0.005	0.32	0.1	ser	0.032	9a46df8d25106690cebb27d0c84959ca	9a46d	631917
chr1_100794065_101983457	1	1	0.005	0.08	0.8	ser	0.064	f0ad156e8a677fa7e6f6602340739558	f0ad1	985809
chr1_100794065_101983457	1	1	0.005	0.16	0.4	ser	0.064	b1623938f42f804ad50ef1c2b7b523f8	b1623	726563
chr1_100794065_101983457	1	1	0.005	0.32	0.2	ser	0.064	2cbf883beb2bfdf065ee62b6a31b6bc2	2cbf8	183288
chr1_100794065_101983457	1	1	0.005	0.16	0.8	ser	0.128	44bb1fbbb6b0c8680c8451be89d4e26b	44bb1	281521
chr1_100794065_101983457	1	1	0.005	0.32	0.4	ser	0.128	61d71b73256ea81c74f226d7302c3f1b	61d71	400753
chr1_100794065_101983457	1	1	0.005	0.32	0.8	ser	0.256	b1e0a0fb9abd9887936e023229572a8a	b1e0a	728586
chr1_100794065_101983457	1	1	0.01	0.01	0.1	ser	0.001	b18d1b606d6d3e840847cb5fc475153f	b18d1	727249
chr1_100794065_101983457	1	1	0.01	0.02	0.05	ser	0.001	67535cb67ca1511a60127e4588cc8d11	67535	423221
chr1_100794065_101983457	1	1	0.01	0.04	0.025	ser	0.001	821440a72350e0a02ff5a9941361203a	82144	532804
chr1_100794065_101983457	1	1	0.01	0.08	0.0125	ser	0.001	407b2d1f364d47e672c4073e8736023a	407b2	264114
chr1_100794065_101983457	1	1	0.01	0.16	0.00625	ser	0.001	84bab1bcda79239a468c016f886b40c8	84bab	543659
chr1_100794065_101983457	1	1	0.01	0.32	0.003125	ser	0.001	244acd18e9b2d1a5d82c0f75f1389dac	244ac	148652
chr1_100794065_101983457	1	1	0.01	0.01	0.2	ser	0.002	a7c2167ae99c48b4e34e879212acbc84	a7c21	687137
chr1_100794065_101983457	1	1	0.01	0.02	0.1	ser	0.002	e62a499060dac424be2fe45962add96d	e62a4	942756
chr1_100794065_101983457	1	1	0.01	0.04	0.05	ser	0.002	220427235f91ac9affdb315a32c68dea	22042	139330
chr1_100794065_101983457	1	1	0.01	0.08	0.025	ser	0.002	ac803873bed9b3c7f979129cfc594397	ac803	706563
chr1_100794065_101983457	1	1	0.01	0.16	0.0125	ser	0.002	eed96d5be5417d97dab7e2b445953b19	eed96	978326
chr1_100794065_101983457	1	1	0.01	0.32	0.00625	ser	0.002	3ce2a1852379d9b6b9c11910d7608c0c	3ce2a	249386
chr1_100794065_101983457	1	1	0.01	0.01	0.4	ser	0.004	8ca006ecf0bb940f82fbfeb252777033	8ca00	576000
chr1_100794065_101983457	1	1	0.01	0.02	0.2	ser	0.004	6600bc8103705b559d03b7227d1150f0	6600b	417803
chr1_100794065_101983457	1	1	0.01	0.04	0.1	ser	0.004	34a0ea3eb4c20fca09ec8ba717cdb504	34a0e	215566
chr1_100794065_101983457	1	1	0.01	0.08	0.05	ser	0.004	79aaca290cf407eed62ee63997416759	79aac	498348
chr1_100794065_101983457	1	1	0.01	0.16	0.025	ser	0.004	d0adb50d49849f89a047760277ae73c0	d0adb	854747
chr1_100794065_101983457	1	1	0.01	0.32	0.0125	ser	0.004	f039165bd7b5b0fdb71fe0320571307b	f0391	983953
chr1_100794065_101983457	1	1	0.01	0.01	0.8	ser	0.008	45d07bf35cf17f35322f90215818690c	45d07	285959
chr1_100794065_101983457	1	1	0.01	0.02	0.4	ser	0.008	e18ac5f8f979aecf508d11755b9a979b	e18ac	923820
chr1_100794065_101983457	1	1	0.01	0.04	0.2	ser	0.008	d34aa9ea2b34b94474934f9f082e59f2	d34aa	865450
chr1_100794065_101983457	1	1	0.01	0.08	0.1	ser	0.008	bd61952dfc744b0723e03d024de5c63c	bd619	775705
chr1_100794065_101983457	1	1	0.01	0.16	0.05	ser	0.008	c75236071772ea1628e8042b9a23f108	c7523	816419
chr1_100794065_101983457	1	1	0.01	0.32	0.025	ser	0.008	3a1b4779a35857437e3f48d549dfa3c7	3a1b4	238004
chr1_100794065_101983457	1	1	0.01	0.02	0.8	ser	0.016	0f5ef591a39d94dc8e62b99407a65cbc	0f5ef	62959
chr1_100794065_101983457	1	1	0.01	0.04	0.4	ser	0.016	38f295daead00d113220b9d9a5ac1dd0	38f29	233257
chr1_100794065_101983457	1	1	0.01	0.08	0.2	ser	0.016	b83430b648eb6b8effe9ffd77e9886b2	b8343	754499
chr1_100794065_101983457	1	1	0.01	0.16	0.1	ser	0.016	dcd5025d4a89c79e0e9477b5f9c55694	dcd50	904528
chr1_100794065_101983457	1	1	0.01	0.32	0.05	ser	0.016	82cec18e8d3a10bb6fe0abb51b729f73	82cec	535788
chr1_100794065_101983457	1	1	0.01	0.04	0.8	ser	0.032	8e617c95711d0fc7c766a0906a40ee20	8e617	583191
chr1_100794065_101983457	1	1	0.01	0.08	0.4	ser	0.032	036984928c11d8c92b1bfd77ffdadca1	03698	13976
chr1_100794065_101983457	1	1	0.01	0.16	0.2	ser	0.032	0f62a6060bb18819f97260e9862ab2ee	0f62a	63018
chr1_100794065_101983457	1	1	0.01	0.32	0.1	ser	0.032	3e408c122a02ab4a661a9c3498724818	3e408	254984
chr1_100794065_101983457	1	1	0.01	0.08	0.8	ser	0.064	6a17f988549b6f14e9b9ce96a1cd372a	6a17f	434559
chr1_100794065_101983457	1	1	0.01	0.16	0.4	ser	0.064	82e7518d3be39ae19eae89c8d80c6a73	82e75	536181
chr1_100794065_101983457	1	1	0.01	0.32	0.2	ser	0.064	30163b29b3f42e206100b2afa050965b	30163	196963
chr1_100794065_101983457	1	1	0.01	0.16	0.8	ser	0.128	8539d1aceb917732b490a1de16b04e4d	8539d	545693
chr1_100794065_101983457	1	1	0.01	0.32	0.4	ser	0.128	65a2a1af727f618ccc5a309b3e6951fe	65a2a	416298
chr1_100794065_101983457	1	1	0.01	0.32	0.8	ser	0.256	c90914b4892091ed24c9455954499d97	c9091	823441
chr1_100794065_101983457	1	1	0.05	0.01	0.1	ser	0.001	dd67a16269cc9b5ae7fcc73b752c1593	dd67a	906874
chr1_100794065_101983457	1	1	0.05	0.02	0.05	ser	0.001	9f566a7d97bd0ed42a0258909019b655	9f566	652646
chr1_100794065_101983457	1	1	0.05	0.04	0.025	ser	0.001	3017b0607070ce02b190ad369d1bb167	3017b	196987
chr1_100794065_101983457	1	1	0.05	0.08	0.0125	ser	0.001	8fc1dda45b4fc081860a9e9597bfde56	8fc1d	588829
chr1_100794065_101983457	1	1	0.05	0.16	0.00625	ser	0.001	2fee5b4afd15f4c21605bad45d1325cd	2fee5	196325
chr1_100794065_101983457	1	1	0.05	0.32	0.003125	ser	0.001	7e340a6aca10eef82258820bd451699c	7e340	516928
chr1_100794065_101983457	1	1	0.05	0.01	0.2	ser	0.002	64d2bb15acbd2364f1daa227de5c28a5	64d2b	412971
chr1_100794065_101983457	1	1	0.05	0.02	0.1	ser	0.002	80ab9e173da5190c21a48ee339227777	80ab9	527033
chr1_100794065_101983457	1	1	0.05	0.04	0.05	ser	0.002	1258f26c1fb3c63113b0ccbf94ebd1d7	1258f	75151
chr1_100794065_101983457	1	1	0.05	0.08	0.025	ser	0.002	7fcef71cd6f4607d95e7c8bfdf8187f3	7fcef	523503
chr1_100794065_101983457	1	1	0.05	0.16	0.0125	ser	0.002	5cc1f433d6fd3894cd565da883b7d02f	5cc1f	379935
chr1_100794065_101983457	1	1	0.05	0.32	0.00625	ser	0.002	d65427289622dab7cd3e267ac7920faf	d6542	877890
chr1_100794065_101983457	1	1	0.05	0.01	0.4	ser	0.004	f7b855a685b518580271e4ecb794f95f	f7b85	1014661
chr1_100794065_101983457	1	1	0.05	0.02	0.2	ser	0.004	6272d711bad04fc478f021fccb12d93a	6272d	403245
chr1_100794065_101983457	1	1	0.05	0.04	0.1	ser	0.004	e583503fb705567b2b61bc0a92b70291	e5835	940085
chr1_100794065_101983457	1	1	0.05	0.08	0.05	ser	0.004	5814cb8226834243ed7fc39e91b69c9f	5814c	360780
chr1_100794065_101983457	1	1	0.05	0.16	0.025	ser	0.004	4aea8fdbc03aa384890637a24b98df16	4aea8	306856
chr1_100794065_101983457	1	1	0.05	0.32	0.0125	ser	0.004	1164c4a7dddd6610d4b5d7e401dc17ef	1164c	71244
chr1_100794065_101983457	1	1	0.05	0.01	0.8	ser	0.008	d0918b17bff61f34d86f745c0b298acb	d0918	854296
chr1_100794065_101983457	1	1	0.05	0.02	0.4	ser	0.008	51afdaab876a84bb45a43f16c25dbc34	51afd	334589
chr1_100794065_101983457	1	1	0.05	0.04	0.2	ser	0.008	69c2432a507a13ac8fb74ccdcc1dd17a	69c24	433188
chr1_100794065_101983457	1	1	0.05	0.08	0.1	ser	0.008	cd1fd57a13872b5ada7a99215262690b	cd1fd	840189
chr1_100794065_101983457	1	1	0.05	0.16	0.05	ser	0.008	737b6f1d92361ee0abd115e4d42dedc2	737b6	473014
chr1_100794065_101983457	1	1	0.05	0.32	0.025	ser	0.008	85d469450330c417f9e39c473fcc17e7	85d46	548166
chr1_100794065_101983457	1	1	0.05	0.02	0.8	ser	0.016	c5f19525d3f3c69589510dd7d2e17237	c5f19	810777
chr1_100794065_101983457	1	1	0.05	0.04	0.4	ser	0.016	050f28759c5a6731ce574f2c1dd9071b	050f2	20722
chr1_100794065_101983457	1	1	0.05	0.08	0.2	ser	0.016	d0e27f98a45de66dfa52ebe21fbf7e5e	d0e27	855591
chr1_100794065_101983457	1	1	0.05	0.16	0.1	ser	0.016	a7ca90f20d66f852dd57f6e3b6c33ee4	a7ca9	687273
chr1_100794065_101983457	1	1	0.05	0.32	0.05	ser	0.016	49e55c79b749eb413c08626dbd463268	49e55	302677
chr1_100794065_101983457	1	1	0.05	0.04	0.8	ser	0.032	191a08abcc7224493697a1b6539e2c3e	191a0	102816
chr1_100794065_101983457	1	1	0.05	0.08	0.4	ser	0.032	a5b9e885c28a67aefbe216c02dcfb2b2	a5b9e	678814
chr1_100794065_101983457	1	1	0.05	0.16	0.2	ser	0.032	bcb8f7a10d7cc80dc88982d2b708692f	bcb8f	773007
chr1_100794065_101983457	1	1	0.05	0.32	0.1	ser	0.032	be9b18ab5bf873ec15445b036d78ff0f	be9b1	780721
chr1_100794065_101983457	1	1	0.05	0.08	0.8	ser	0.064	f7d3acc4d981e63892b2b0b4019c0adc	f7d3a	1015098
chr1_100794065_101983457	1	1	0.05	0.16	0.4	ser	0.064	a3617edb8fc69be6a7d81f164c1670cb	a3617	669207
chr1_100794065_101983457	1	1	0.05	0.32	0.2	ser	0.064	110457f7f32524df0fc5ca459c83df1d	11045	69701
chr1_100794065_101983457	1	1	0.05	0.16	0.8	ser	0.128	dbb77cb2aa882f785d206dbeac574173	dbb77	899959
chr1_100794065_101983457	1	1	0.05	0.32	0.4	ser	0.128	3d8fadf762b1d7310811ca34d7e12eab	3d8fa	252154
chr1_100794065_101983457	1	1	0.05	0.32	0.8	ser	0.256	a380235ab1151cc4bcf9d146d7571232	a3802	669698
chr1_100794065_101983457	1	1	0.1	0.01	0.1	ser	0.001	72ae271ecfeb67d76d53ac577e29710d	72ae2	469730
chr1_100794065_101983457	1	1	0.1	0.02	0.05	ser	0.001	0c9e9f786e28e3de2859414a6f9adc94	0c9e9	51689
chr1_100794065_101983457	1	1	0.1	0.04	0.025	ser	0.001	bd99d8d2c2a3d78a00fb0e9f4ed11c38	bd99d	776605
chr1_100794065_101983457	1	1	0.1	0.08	0.0125	ser	0.001	49d03a44deddd6b02a4d3b37079d25f5	49d03	302339
chr1_100794065_101983457	1	1	0.1	0.16	0.00625	ser	0.001	37f5ccaef77a2bcc72628940cc48b127	37f5c	229212
chr1_100794065_101983457	1	1	0.1	0.32	0.003125	ser	0.001	bc222f9113928268dbb7477d5e3ddb3d	bc222	770594
chr1_100794065_101983457	1	1	0.1	0.01	0.2	ser	0.002	b3dacc07582e07ea12880a7dfbf544ed	b3dac	736684
chr1_100794065_101983457	1	1	0.1	0.02	0.1	ser	0.002	bae91cff5d81e8e276049bd008bc01dc	bae91	765585
chr1_100794065_101983457	1	1	0.1	0.04	0.05	ser	0.002	f6f771876e60f272731d2e9fd655cf15	f6f77	1011575
chr1_100794065_101983457	1	1	0.1	0.08	0.025	ser	0.002	845c830cdee4c8f44797aae6ec21e6e6	845c8	542152
chr1_100794065_101983457	1	1	0.1	0.16	0.0125	ser	0.002	3f5788d330d6cb7fa9d3f01c9183fc08	3f578	259448
chr1_100794065_101983457	1	1	0.1	0.32	0.00625	ser	0.002	5057c3482c07f1e825c02d88bb1616f7	5057c	329084
chr1_100794065_101983457	1	1	0.1	0.01	0.4	ser	0.004	653abde11836175f1fdcb6d5df91b418	653ab	414635
chr1_100794065_101983457	1	1	0.1	0.02	0.2	ser	0.004	abda695e275ee88dce18b3cdc73705d9	abda6	703910
chr1_100794065_101983457	1	1	0.1	0.04	0.1	ser	0.004	0d87364f6710c483f7da73cdb52767a4	0d873	55411
chr1_100794065_101983457	1	1	0.1	0.08	0.05	ser	0.004	c5179accb52cffa99c3f28f40b2ecf6e	c5179	807289
